timestamp,value
2025-06-29T08:08:12Z,205.6
2025-06-29T08:10:12Z,204.45
2025-06-29T08:12:12Z,204.41
2025-06-29T08:14:12Z,207.57
2025-06-29T08:16:12Z,211.6
2025-06-29T08:18:12Z,215.27
2025-06-29T08:20:12Z,215.22
2025-06-29T08:22:12Z,211.63
2025-06-29T08:24:12Z,208.3
2025-06-29T08:26:12Z,205.52
2025-06-29T08:28:12Z,204.29
2025-06-29T08:30:12Z,204.11
2025-06-29T08:32:12Z,204.84
2025-06-29T08:34:12Z,208.52
2025-06-29T08:36:12Z,209.93
2025-06-29T08:38:12Z,214.27
2025-06-29T08:40:12Z,214.54
2025-06-29T08:42:12Z,211.93
2025-06-29T08:44:12Z,210.07
2025-06-29T08:46:12Z,208.35
2025-06-29T08:48:12Z,206.58
2025-06-29T08:50:12Z,205.44
2025-06-29T08:52:12Z,204.65
2025-06-29T08:54:12Z,203.04
2025-06-29T08:56:12Z,206.05
2025-06-29T08:58:12Z,209.97
2025-06-29T09:00:12Z,213.61
2025-06-29T09:02:12Z,214.44
2025-06-29T09:04:12Z,211.35
2025-06-29T09:06:12Z,208.36
2025-06-29T09:08:12Z,207.19
2025-06-29T09:10:12Z,205.47
2025-06-29T09:12:12Z,204.69
2025-06-29T09:14:12Z,203.56
2025-06-29T09:16:12Z,205.55
2025-06-29T09:18:12Z,209.1
2025-06-29T09:20:12Z,212.98
2025-06-29T09:22:12Z,215.0
2025-06-29T09:24:12Z,214.14
2025-06-29T09:26:12Z,211.39
2025-06-29T09:28:12Z,209.55
2025-06-29T09:30:12Z,207.55
2025-06-29T09:32:12Z,205.52
2025-06-29T09:34:12Z,204.05
2025-06-29T09:36:12Z,203.1
2025-06-29T09:38:12Z,205.16
2025-06-29T09:40:12Z,206.98
2025-06-29T09:42:12Z,211.01
2025-06-29T09:44:12Z,214.66
2025-06-29T09:46:12Z,214.36
2025-06-29T09:48:12Z,212.02
2025-06-29T09:50:12Z,209.78
2025-06-29T09:52:12Z,207.89
2025-06-29T09:54:12Z,206.41
2025-06-29T09:56:12Z,205.91
2025-06-29T09:58:12Z,205.14
2025-06-29T10:00:12Z,203.73
2025-06-29T10:02:12Z,202.57
2025-06-29T10:04:12Z,202.63
2025-06-29T10:06:12Z,206.55
2025-06-29T10:08:12Z,210.35
2025-06-29T10:10:12Z,213.78
2025-06-29T10:12:12Z,214.19
2025-06-29T10:14:12Z,211.97
2025-06-29T10:16:12Z,209.89
2025-06-29T10:18:12Z,207.14
2025-06-29T10:20:12Z,205.61
2025-06-29T10:22:12Z,204.48
2025-06-29T10:24:12Z,204.22
2025-06-29T10:26:12Z,204.33
2025-06-29T10:28:12Z,206.44
2025-06-29T10:30:12Z,210.24
2025-06-29T10:32:12Z,213.83
2025-06-29T10:34:12Z,214.18
2025-06-29T10:36:12Z,211.44
2025-06-29T10:38:12Z,208.41
2025-06-29T10:40:12Z,206.19
2025-06-29T10:42:12Z,204.36
2025-06-29T10:44:12Z,203.45
2025-06-29T10:46:12Z,202.42
2025-06-29T10:48:12Z,205.46
2025-06-29T10:50:12Z,209.25
2025-06-29T10:52:12Z,213.09
2025-06-29T10:54:12Z,212.65
2025-06-29T10:56:12Z,209.67
2025-06-29T10:58:12Z,206.9
2025-06-29T11:00:12Z,205.78
2025-06-29T11:02:12Z,204.4
2025-06-29T11:04:12Z,203.27
2025-06-29T11:06:12Z,202.95
2025-06-29T11:08:12Z,205.9
2025-06-29T11:10:12Z,209.26
2025-06-29T11:12:12Z,212.73
2025-06-29T11:14:12Z,214.18
2025-06-29T11:16:12Z,213.08
2025-06-29T11:18:12Z,211.26
2025-06-29T11:20:12Z,209.41
2025-06-29T11:22:12Z,207.33
2025-06-29T11:24:12Z,206.25
2025-06-29T11:26:12Z,204.91
2025-06-29T11:28:12Z,203.47
2025-06-29T11:30:12Z,203.06
2025-06-29T11:32:12Z,204.76
2025-06-29T11:34:12Z,208.83
2025-06-29T11:36:12Z,212.81
2025-06-29T11:38:12Z,213.82
2025-06-29T11:40:12Z,210.6
2025-06-29T11:42:12Z,208.14
2025-06-29T11:44:12Z,205.97
2025-06-29T11:46:12Z,203.75
2025-06-29T11:48:12Z,203.25
2025-06-29T11:50:12Z,202.71
2025-06-29T11:52:12Z,205.53
2025-06-29T11:54:12Z,209.28
2025-06-29T11:56:12Z,213.21
2025-06-29T11:58:12Z,212.46
2025-06-29T12:00:12Z,209.51
2025-06-29T12:02:12Z,207.1
2025-06-29T12:04:12Z,206.48
2025-06-29T12:06:12Z,205.12
2025-06-29T12:08:12Z,203.85
2025-06-29T12:10:12Z,203.06
2025-06-29T12:12:12Z,204.71
2025-06-29T12:14:12Z,208.4
2025-06-29T12:16:12Z,212.29
2025-06-29T12:18:12Z,214.49
2025-06-29T12:20:12Z,213.21
2025-06-29T12:22:12Z,210.73
2025-06-29T12:24:12Z,208.73
2025-06-29T12:26:12Z,207.58
2025-06-29T12:28:12Z,205.19
2025-06-29T12:30:12Z,204.08
2025-06-29T12:32:12Z,202.69
2025-06-29T12:34:12Z,205.3
2025-06-29T12:36:12Z,207.1
2025-06-29T12:38:12Z,210.79
2025-06-29T12:40:12Z,214.36
2025-06-29T12:42:12Z,212.8
2025-06-29T12:44:12Z,209.54
2025-06-29T12:46:12Z,207.6
2025-06-29T12:48:12Z,205.45
2025-06-29T12:50:12Z,204.17
2025-06-29T12:52:12Z,204.2
2025-06-29T12:54:12Z,202.87
2025-06-29T12:56:12Z,206.43
2025-06-29T12:58:12Z,210.59
2025-06-29T13:00:12Z,214.03
2025-06-29T13:02:12Z,213.72
2025-06-29T13:04:12Z,211.1
2025-06-29T13:06:12Z,208.74
2025-06-29T13:08:12Z,207.7
2025-06-29T13:10:12Z,205.96
2025-06-29T13:12:12Z,204.12
2025-06-29T13:14:12Z,202.71
2025-06-29T13:16:12Z,203.22
2025-06-29T13:18:12Z,206.96
2025-06-29T13:20:12Z,211.28
2025-06-29T13:22:12Z,213.86
2025-06-29T13:24:12Z,213.33
2025-06-29T13:26:12Z,210.29
2025-06-29T13:28:12Z,207.73
2025-06-29T13:30:12Z,206.05
2025-06-29T13:32:12Z,204.61
2025-06-29T13:34:12Z,203.73
2025-06-29T13:36:12Z,203.27
